id;nome;cep;endereco;latitude;longitude
18218;JACOMAR CIDADE JARDI;83040210;RUA JOAQUIM NABUCO, 880, SAO JOSE DOS PINHAIS, BRASIL;-26.30444;-48.84556
11974;BISTEK-CRIC DOLARIO;88802080;RUA DOLARIO DOS SANTOS, 168, CRICIUMA, BRASIL;-26.30444;-48.84556
11975;BISTEK-BLU GARCIA;89020001;RUA AMAZONAS, 466, BLUMENAU, BRASIL;-26.30444;-48.84556
11976;BISTEK - LAGES;88523000;RUA LUIZ DE CAMOES, 795, LAGES, BRASIL;-26.30444;-48.84556
11977;BISTEK BC LOJA 6;88330702;RUA 511, 130, BALNEARIO CAMBORIU, BRASIL;-26.30444;-48.84556
11978;BISTEK - BRUSQUE;88351300;RUA OTTO RENAUX, 377, BRUSQUE, BRASIL;-26.30444;-48.84556
11979;BISTEK - JOINVILLE;89227470;RUA TUIUTI, 1500, JOINVILLE, BRASIL;-26.2580314;-48.8196456
11980;BISTEK-CRIC CENTEN;88802000;RUA CENTENARIO, 3420, CRICIUMA, BRASIL;-26.2341893;-49.3965382
11982;BISTEK-FLP COSTEIRA;88047010;RUA JOAO CANCIO JACQUES,, FLORIANOPOLIS, BRASIL;-26.30444;-48.84556
11983;BISTEK-SJ BELA VIST;88110798;RUA OSVALDO JOSE DO AMARAL, S/N, SAO JOSE, BRASIL;-27.575650304162;-48.6246571865073
11984;BISTEK-BLU ITOUPAVA;89052381;RUA V EX PAUL FRITZ KUEHNRICH, 1600 SL11, BLUMENAU, BRASIL;-26.91944;-49.6611
11985;BISTEK-ITAJA SAO JO;88304101;RUA HEITOR LIBERATO, 1550, ITAJAI, BRASIL;-26.30444;-48.84556
11986;BISTEK-FLP MONT VER;88032310;RUA TIMBAUBA, SN, FLORIANOPOLIS, BRASIL;-26.30444;-48.84556
11987;BISTEK PALHOCA;88132149;AVENIDA: ATILIO PEDRO PAGANI,1300, PALHOCA, BRASIL;-26.30444;-48.84556
11988;BISTEK - NAVEGANTES;88370434;RUA MANOEL IZIDRO, 505, NAVEGANTES, BRASIL;-26.30444;-48.84556
13271;BISTEK  BC;88330110;RUA  QUARTA AVENIDA, 741, BALNEARIO CAMBORIU, BRASIL;-26.30444;-48.84556
13804;BISTEK-ITJAI FAZEND;88301204;RUA AVENIDA SETE SETEMBRO, 1330, ITAJAI, BRASIL;-26.30444;-48.84556
15183;BISTEK FORQUILHAS LJ;88107100;ANTANIO JOVITA DUARTE, 87, SAO JOSE, BRASIL;-26.30444;-48.84556
15428;BISTEK CD BIGUACU;88164169;RODOVIA: SC-407, 113, BIGUACU, BRASIL;-26.30444;-48.84556
15506;BISTEK 14 NOVA VENEZ;88865000;DOS IMIGRANTES, 357, NOVA VENEZA, BRASIL;-26.30444;-48.84556
16174;BISTEK COCAL DO SUL;88845000;AV ANTONIO NUNES DE SOUZA, 8, COCAL DO SUL, BRASIL;-28.60111;-49.32583
6355;HIPERMAIS PROFIPO;89233550;RUA WALDEMIRO JOSE BORGES, 740, JOINVILLE, BRASIL;-26.3623777;-48.8399788
11210;HIPER MAIS VILA NOV*;89237001;RUA QUINZE DE NOVEMBRO, 8507, JOINVILLE, BRASIL;-26.2880694;-48.9162964
13811;HIPER MAIS JARAGUA*;89257000;RUA MANOEL FRANCISCO DA COSTA, 550, JARAGUA DO SUL, BRASIL;-26.4728562;-49.391816
14228;HIPER MAIS ARAQUARI*;89245000;RODOVIA: A 280 A, 7399, ARAQUARI, BRASIL;-26.3952655;-48.8099915
15686;HIPER MAIS FATIMA*;89229120;MARECHAL LUZ, 1100, JOINVILLE, BRASIL;-26.3218443;-48.8151938
16116;HIPER MAIS LJ 04*;89230214;RUA MONSENHOR GERCINO, 4248, JOINVILLE, BRASIL;-26.3406524;-48.8113192
17925;HIPER MAIS PANAGUA;89231720;RUA JOAO LUIZ DE MIRANDA COUTINHO, 190, JOINVILLE, BRASIL;-26.3469258;-48.7861551
18061;HIPER MAIS ANITA;89202002;AVENIDA GETULIO VARGAS, 1446, JOINVILLE, BRASIL;-26.3209188;-48.8461995
15538;PASSARELA CONC CENTE;89700071;RUA ORESTES FARINA, 50, CONCORDIA, BRASIL;-26.30444;-48.84556
15539;PASSARELA HERVAL;89610000;RUA LUIZ FOPPA, 50, HERVAL D OESTE, BRASIL;-26.30444;-48.84556
15540;PASSARELA INDEPEN CO;89700202;RUA: DA INDEPENDONCIA, 91, CONCORDIA, BRASIL;-26.30444;-48.84556
15541;PASSARELA ERECHIM;99711320;AV JOSE OSCAR SALAZAR, 95, ERECHIM, BRASIL;-26.30444;-48.84556
15542;VIA ATACADISTA CACAD;89510620;RODOVIA: HONORINO MORO, 451, CACADOR, BRASIL;-26.30444;-48.84556
15543;VIA ATACADISTA VIDEI;89562730;RODOVIA: SC 135, 0, VIDEIRA, BRASIL;-26.30444;-48.84556
15544;VIA ATACADISTA CURIT;89520000;AVENIDA: DR LEOBERTO LEAL, 1647, CURITIBANOS, BRASIL;-26.30444;-48.84556
15545;VIA ATACADISTA CANOI;89466076;AVENIDA DOS EXPEDICIONARIOS, 309, CANOINHAS, BRASIL;-26.1872855;-50.3616075
15915;VIA ATAC. CHAPECO;89804250;RUA CRISTOVAO COLOMBO, 0, CHAPECO, BRASIL;-26.30444;-48.84556
16083;VIA ATACADISTA FARRO;95178212;RUA ANDRE COLOMBO, 5001, FARROUPILHA, BRASIL;-26.30444;-48.84556
16260;PASSARELA MARCELINO;89709006;RUA MARCELINO RAMOS, 293, CONCORDIA, BRASIL;-26.30444;-48.84556
16897;VIA ATAC. SANTA C.;96810970;AV DEP EUCLIDES NICOLAU KLIEMANN, 1661, SANTA CRUZ DO SUL, BRASIL;-29.7175;-52.42583
17213;VIA ATAC. CAPINZAL;89665000;ACESSO CIDADE ALTA DONA MARCIA MARGARIDA, CAPINZAL, BRASIL;-27.3620449920939;-51.6017634318908
17318;PASSARELA LAJEADO;95913176;ROD BR-386 - 2839 - TERREOKM 346 SHOPPIN, LAJEADO, BRASIL;-26.30444;-48.84556
17805;VIA ATAC PORTO ALEGR;91140000;AV ASSIS BRASIL 8600, PORTO ALEGRE, BRASIL;-26.30444;-48.84556
17880;VIA ATAC TEUTONIA;95890000;RUA SANTOS DUMONT 515, TEUTONIA, BRASIL;-26.2384481;-51.853707
18049;VIA ATAC CAXIAS II;95043240;RUA DR MARIO LOPES, 1210, CAXIAS DO SUL, BRASIL;-26.30444;-48.84556
18129;VIA ATAC CANOAS;92010134;AV GETULIO VARGAS QUADRA 05 6860, CANOAS, BRASIL;-26.30444;-48.84556
18338;PASSARELA CHAPECO;89805000;AVENIDA GETULIO DORNELES VARGAS, 1719, CHAPECO, BRASIL;-26.30444;-48.84556
16025;SUPER BARATAO  LJ11;84070000;RUA ERNESTO VIEIRA, 1461, PONTA GROSSA, BRASIL;-26.30444;-48.84556
16026;SUPERPAO LJ38 S.M.S;83900000;TENENTE MAX WOLF FILHO, 1387, SAO MATEUS DO SUL, BRASIL;-25.87417;-50.38278
16028;SUPERPAO S/A;85260000;R DUQUE DE CAXIAS S/N, MANOEL RIBAS, BRASIL;-26.30444;-48.84556
16029;SUPERPAO LJ21;85020000;GUAIRA, 5555, GUARAPUAVA, BRASIL;-26.30444;-48.84556
16030;COMPRE MAIS LJ17;85200000;AV GETULIO VARGAS, 920, PITANGA, BRASIL;-26.3189635;-48.8451398
16031;SUPERPAO PINHAO LJ30;85170000;FRANCISCO DELLE, 30, PINHAO, BRASIL;-26.30444;-48.84556
16032;SUPER PAO OBA LJ28;85170000;AV TRIFON HANISZ, 70, PINHAO, BRASIL;-26.30444;-48.84556
16033;SUPERPAO LJ22;85108000;AV MICHAEL MOOR, 1445, GUARAPUAVA, BRASIL;-26.30444;-48.84556
16034;SUPERPAO OBA LJ05;85020250;MARECHAL FLORIANO PEIXOTO, 2048, GUARAPUAVA, BRASIL;-26.30444;-48.84556
16035;OBA  LJ 29 ATACADO;85060010;DOS EUCALIPTOS, 427, GUARAPUAVA, BRASIL;-26.30444;-48.84556
16037;SUPERPAO LJ09 XV;85065000;XV DE NOVEMBRO, 6686, GUARAPUAVA, BRASIL;-26.30444;-48.84556
16038;SUPERPAO LJ03 SALDAN;85010290;SALDANHA MARINHO, 973, GUARAPUAVA, BRASIL;-26.30444;-48.84556
16046;COMPRE MAIS CAMP 040;89294000;BR  SC 418, CAMPO ALEGRE, BRASIL;-26.1648631;-49.2245033
16052;SUPERPAO LJ 39*;89400000;AVENIDA: JOAO PESSOA, 2922, PORTO UNIAO, BRASIL;-26.2526456;-51.867164
16053;SUPERPAO LJ 36;85803740;RUA PADRE ANCHIETA, 598, CASCAVEL, BRASIL;-26.2947704;-48.8619786
16054;SUPERPAO LJ 35;85555000;R SETE DE SETEMBRO, 2300, PALMAS, BRASIL;-26.3043872;-48.8428629
16055;SUPERPAO LJ 34;85555000;R SANTA CATARINA, 260, CORONEL VIVIDA, BRASIL;-26.30444;-48.84556
16056;SUPERPAO LJ 33*;84600000;RUA LUIZA MARIA WALDRAFF, 18, UNIAO DA VITORIA, BRASIL;-26.30444;-48.84556
16057;SUPERPAO LJ 32;85503180;RUA MOACIR DE JESUS MARTINS, 130, PATO BRANCO, BRASIL;-26.30444;-48.84556
16058;SUPERPAO LJ 31;85460000;RUA JUAZEIRO, 1429, QUEDAS DO IGUACU, BRASIL;-26.30444;-48.84556
16059;SUPERPAO LJ 27;85506095;AV TUPI, 5110, PATO BRANCO, BRASIL;-26.30444;-48.84556
16060;SUPERPAO LJ 16;89500067;RUA: PRUDENTE DE MORAIS, 60, CACADOR, BRASIL;-26.2326196;-51.841759
16063;SUPERPAO UNI. LJ 10*;84600000;RUA PRUDENTE DE MORAIS, 516, UNIAO DA VITORIA, BRASIL;-26.2365154;-51.901658
16064;SUPERPAO LJ 08*;84600000;AV BENTO MUNHOZ DA ROCHA NETO, 866, UNIAO DA VITORIA, BRASIL;-26.222170332514;-51.928059742548
16065;SUPERPAO LJ 07;86870000;RUA SANTA CATARINA, 880, IVAIPORA, BRASIL;-26.37769;-48.8433362
16066;SUPERPAO LJ 02;85400000;AV MANOEL RIBAS, 390, GUARANIACU, BRASIL;-26.30444;-48.84556
16124;SUPERPAO LJ18;84400000;CORONEL JOAO PEDRO MARTINS, 1380, PRUDENTOPOLIS, BRASIL;-26.30444;-48.84556
16576;COMPRE MAIS MAFR 044;89300160;RUA PEREIRA OLIVEIRA, 720, MAFRA, BRASIL;-26.1159618;-49.8065935
16578;GERMANIA SEMINAR 043;89295000;RUA CAPITAO OSMAR ROMA DA SILVA, 303, RIO NEGRINHO, BRASIL;-26.25444;-49.51833
16581;COMPRE MAIS SERR 045;89291790;RUA MAHIAS NOSSOL, 225, SAO BENTO DO SUL, BRASIL;-26.30444;-48.84556
16583;COMPRE MAIS INDU 042;89295000;RODOVIA BR 280, 2360, RIO NEGRINHO, BRASIL;-26.2423774;-49.4721509
16584;GERMANIA COLONIA 053;89288070;RUA ANTONIO KAESEMODEL, 1173, SAO BENTO DO SUL, BRASIL;-26.2409648;-49.3900496
16585;GERMANIA HIPER 051;89280388;RUA CAPITAO ERNESTO NUNES, 669, SAO BENTO DO SUL, BRASIL;-26.2438887;-49.3757105
16586;GERMANIA CENTRO 046;89280174;RUA JORGE LACERDA, 70, SAO BENTO DO SUL, BRASIL;-26.2490163;-49.3833419
16859;SUPERPAO LJ 54 ORFAS;84015255;R BALDUINO TAQUES, 2100, PONTA GROSSA, BRASIL;-26.30444;-48.84556
17079;SUPERPAO COMPRE MAIS;85065280;RUA TREZE DE JUNHO, 1028, GUARAPUAVA, BRASIL;-26.30444;-48.84556
17725;SUPERMERCADO SUPERPA;84240000;RUA PREFEITO GUMERCINDO SGUARIO, 138, PIRAI DO SUL, BRASIL;-26.30444;-48.84556
17835;COMPRE MAIS VILA 058;89304491;RUA GUSTAVO ADOLFO FRIEDRICH, 1213, MAFRA, BRASIL;-26.1451301;-49.8294479
17892;SUPERMERCADO SUPERPA;84240000;RUA 21 DE ABRIL, 191, PIRAI DO SUL, BRASIL;-26.30444;-48.84556
16438;CANCAO LJ 63;87030000;AV PEDRO TAQUES, 294, MARINGA, BRASIL;-26.30444;-48.84556
16442;CANCAO  LJ 32;87053330;AVENIDA ARQUITETO NILDO RIBEIRO DA R, 34, MARINGA, BRASIL;-26.30444;-48.84556
16443;CANCAO LJ 24;86701660;RUA DANCARINO ROSADO, 556, ARAPONGAS, BRASIL;-26.30444;-48.84556
16448;CANCAO LJ 11;87013210;AVANIDA TAMANDARE, 903, MARINGA, BRASIL;-26.30444;-48.84556
16454;CANCAO  LJ 1;87015280;AVENIDA BRASIL, 4724, MARINGA, BRASIL;-26.4156149;-48.5971641
14020;ASSAI PINHEIRINHO;81690400;ROD. BR 116, 18580, CURITIBA, BRASIL;-26.30444;-48.84556
16169;ATACADO ASSAI - ATUB;81460090;ROD BR-476, 1801, CURITIBA, BRASIL;-26.30444;-48.84556
16631;ASSAI KENNEDY;80220202;AV PRESIDENTE KENNEDY, 1000, CURITIBA, BRASIL;-26.30444;-48.84556
2144;BAVARESCO PALMITAL;83206210;RUA DOUTOR ARTUR DE SOUZA COSTA, 789, PARANAGUA, BRASIL;-26.30444;-48.84556
11204;BAVARESCO CENTRO;83203610;RUA JOSE GOMES, 175, PARANAGUA, BRASIL;-26.3525693;-48.7751976
12783;BAVARESCO PRAIA LEST;83255000;ROD PR 407 ENG ARGUS THA HEYN, 300, PONTAL DO PARANA, BRASIL;-25.67361;-48.51111
17197;BAVARESCO MORRETES;83350000;RUA 31 DE OUTUBRO, 111, MORRETES, BRASIL;-26.2044325;-48.9087146
2112;CASA FIESTA ALTO XV;80050000;RUA :XV DE NOVEMBRO, 2357, CURITIBA, BRASIL;-26.30444;-48.84556
2113;CASA FIESTA IGUACU;80240031;AVENIDA IGUACU, 3534, CURITIBA, BRASIL;-26.30444;-48.84556
17590;CASA FIESTA EXPRESS;80610320;RUA ANTONIO PIETRUZA, 198, CURITIBA, BRASIL;-26.30444;-48.84556
17592;CASA FIESTA EXPRESS;81280330;RUA PROFESSOR PEDRO VIRIATO PARIGOT DE S, CURITIBA, BRASIL;-26.30444;-48.84556
17593;CASA FIESTA EXPRESS;80420120;RUA DOUTOR PEDROSA, 151, CURITIBA, BRASIL;-26.30444;-48.84556
17594;CASA FIESTA EXPRESS;80030060;RUA DA GLORIA, 175, CURITIBA, BRASIL;-26.30444;-48.84556
131;SUP SCHMIT LJ 5;88340206;RUA JOSE FRANCISCO BERNARDES, 490, CAMBORIU, BRASIL;-26.30444;-48.84556
1822;SUP SCHMIT LJ 9;88220000;AV. VER. MANOEL JOSE DOS SANTOS 854, BOMBINHAS, BRASIL;-26.30444;-48.84556
10457;SUP SCHMIT LJ7;88310003;AV DR REINALDO SCHMIT HAUSEN, 2126, ITAJAI, BRASIL;-26.30444;-48.84556
10778;SUP SCHMIT LJ 10;88215000;AV LEOPOLDO ZARLING, 1200, BOMBINHAS, BRASIL;-26.30444;-48.84556
10975;SUP SCHMIT LJ 11;88215000;AV FALCAO, 937, BOMBINHAS, BRASIL;-26.30444;-48.84556
14379;SUP SCHMIT LJ 4;88220000;AVENIDA MARGINAL OESTE, 1620, ITAPEMA, BRASIL;-26.30444;-48.84556
18248;SUP SCHMIT LJ 12;88215000;AVENIDA GIRASSOL, 1209, BOMBINHAS, BRASIL;-26.30444;-48.84556
17280;SUPER LUCAS CD;89620000;MRG RODOVIA BR 470 KM 319, CAMPOS NOVOS, BRASIL;-26.30444;-48.84556
278;SUP CENTRAL;89068001;RUA PEDRO ZIMMERMANN, 7155, BLUMENAU, BRASIL;-26.30444;-48.84556
318;SUP MOCAM MATRIZ;89121000;AVENIDA TIRADENTES, 558, RIO DOS CEDROS, BRASIL;-26.30444;-48.84556
3799;MERC SCHMOLLER;89182000;RUA WILLY SCHROEDER, 531, LONTRAS, BRASIL;-26.4103913;-49.739924
5013;SUP CENTRAL;89062100;RUA GUSTAVO ZIMMERMANN, 1365, BLUMENAU, BRASIL;-26.30444;-48.84556
5039;SUP NARDELAO;89140000;RUA MARQUES DO HERVAL , 00136, IBIRAMA, BRASIL;-26.30444;-48.84556
5166;SUPER NARDELAO;89150000;RUA: MIRADOR, 35, PRESIDENTE GETULIO, BRASIL;-26.30444;-48.84556
5907;SUP CENTRAL FORTALEZ;89057300;RUA HERMANN TRIBESS, 1026, BLUMENAU, BRASIL;-26.30444;-48.84556
7432;SUP GALEGAO III;89037500;RUA BEIJAMIN CONSTANT, 939, BLUMENAU, BRASIL;-26.30444;-48.84556
7473;MOCAM GASPAR;89110000;RUA DR NEREU RAMOS, 1007, GASPAR, BRASIL;-26.30444;-48.84556
10410;SUP GALEGAO FORTALEZ;89056001;RUA FRANCISCO VAHLDIECK, 1881, BLUMENAU, BRASIL;-26.30444;-48.84556
10449;MOCAM GASPAR FILIAL;89110000;AVENIDA DAS COMUNIDADES, 995, GASPAR, BRASIL;-26.30444;-48.84556
10472;MOCAM STA TEREZINHA*;89110000;AVENIDA FREI GODOFREDO, 1500, GASPAR, BRASIL;-26.30444;-48.84556
11001;GALEGAO LOJA 6;89117545;RUA BONIFACIO HAENDCHEN, 1120, GASPAR, BRASIL;-26.30444;-48.84556
12124;SUP CENTRAL VELHA;89046001;RUA JOSE REUTER, 961, BLUMENAU, BRASIL;-26.30444;-48.84556
16814;TOP PENHA 713;88385000;NEREU RAMOS, 473, PENHA, BRASIL;-26.30444;-48.84556
17361;TOP BARRA VELHA;88390000;WALDEMAR FRANCISCO, 434, BARRA VELHA, BRASIL;-26.30444;-48.84556
5329;SUPER SHALON;88380000;AVENIDA EMANOEL PINTO, 287, PICARRAS, BRASIL;-26.30444;-48.84556
7674;MERCADO SILVA;88385000;RUA INACIO FRANCISCO DE SOUZA, 57, PENHA, BRASIL;-26.30444;-48.84556
12965;SUPER MYATA12*;89520000;RUA FREI GASPAR, 603, CURITIBANOS, BRASIL;-26.30444;-48.84556
12966;SUPERMERCADO MYATA 1;88523000;AV. LUIZ DE CAMOES, 90, LAGES, BRASIL;-26.30444;-48.84556
12968;SUPERMERC MYATA 2-;88504010;RUA SAO JOAQUIM, 385, LAGES, BRASIL;-26.3022608;-48.8460573
12970;SUPERMERC MYATA 3*;88501000;RUA MARECHAL DEODORO, 353, LAGES, BRASIL;-26.2958096;-48.8502867
12971;SUPERMERC MYATA 4 *;89520000;AV CORONEL VIDAL RAMOS, 1161, CURITIBANOS, BRASIL;-26.30444;-48.84556
12972;SUPERMERCAD MYATA5*;88502005;PRACA VIDAL RAMOS SENIOR, 26, LAGES, BRASIL;-26.30444;-48.84556
12973;SUPER MYATA17*;88508001;AV DUQUE DE CAXIAS, 1614, LAGES, BRASIL;-26.30444;-48.84556
12974;SUPERMERC MYATA18*;88502120;RUA VIDAL RAMOS JUNIOR, 150, LAGES, BRASIL;-26.30444;-48.84556
16911;SUPERMERCADOS MYATA-;88521098;AV DAS TORRES, 1255, LAGES, BRASIL;-26.1434449;-49.8274723
4055;SUP MIG MAFRA CENTR*;89300000;AV COR JOSE SEVERIANO MAIA, 768, MAFRA, BRASIL;-26.1134446;-49.7984892
4233;SUP MIG RIO NEGRO*;83880000;AV SATURNINO OLINTO, 1900, RIO NEGRO, BRASIL;-26.30444;-48.84556
4286;SUP MIG MAFRA*;89300000;RUA GUSTAVO ADOLFO FRIEDRICH, 330, MAFRA, BRASIL;-26.1451301;-49.8294479
5517;MIG  VOLANTE;89300000;RUA JOSE BOITEX, 830, MAFRA, BRASIL;-26.30444;-48.84556
5518;SUPERMERCADO MIG *;89340000;AV ALEXANDRE RICARDO WOREL, 643, ITAIOPOLIS, BRASIL;-26.30444;-48.84556
7677;SUPER MIG VILA IVETE;89300000;RUA DR JOSE BOITEX, 830, MAFRA, BRASIL;-26.30444;-48.84556
11396;SUPER MIG *;89290000;ROD SC 301, 222, SAO BENTO DO SUL, BRASIL;-26.30444;-48.84556
12927;MIG VOLANTE;83900000;OCTAVIO DE PAULA E SILVA NR 18., SAO MATEUS DO SUL, BRASIL;-25.87417;-50.38278
13932;MIG ATACAREJO RIO N*;83880000;AV GENERAL LUIS CARLOS P TOURINHO, 3677, RIO NEGRO, BRASIL;-26.10583;-49.7975
17170;MIG ATACADO;81870010;AL NOSSA SENHORA DO SAGRADO CORACAO, 290, CURITIBA, BRASIL;-26.30444;-48.84556
441;SUP RANCHO BOM II;89253295;RUA JOAO JENUARIO AYROSO, 1616, JARAGUA DO SUL, BRASIL;-26.30444;-48.84556
1197;SUP RANCHO BOM;89275000;RUA CANDIDA TOMASELLI, N.879 SALA 01, SCHROEDER, BRASIL;-26.30444;-48.84556
3330;SUP RANCHO BOM I*;89275000;RUA MARECHAL CASTELO BRANCO, N. 5120, SCHROEDER, BRASIL;-26.4217036;-49.700008
10015;SUP RANCHO BOM III*;89256580;RUA EXPEDICIONARIO RUDI HORNBURG, 16, JARAGUA DO SUL, BRASIL;-26.4769458;-49.493658
12374;RANCHO BOM*;89260300;RUA: PASTOR ALBERT SCHNEIDER, 900, JARAGUA DO SUL, BRASIL;-26.5183796;-49.1326534
13695;RANCHO BOM GUARAMIR;89270000;RUA GERONONIMO CORREA, 444, GUARAMIRIM, BRASIL;-26.30444;-48.84556
13696;RANCHO BOM AMIZADE;89255685;RUA ROBERTO ZIEMANN, 3490, JARAGUA DO SUL, BRASIL;-26.4498472;-49.1073684
14523;RANCHO BOM CORUPA*;89278000;JOAO TOZINI, 1484, CORUPA, BRASIL;-26.4348435;-49.2352344
6736;SUPER LIDER*;84640000;RUA DR OSCAR GEYER, 267, BITURUNA, BRASIL;-26.30444;-48.84556
14828;LIDER SAO JOSE 09*;88104801;RODOVIA: BR-101 KM 210, 0, SAO JOSE, BRASIL;-26.30444;-48.84556
14961;LIDER TUBARAO 05;88708025;JOSE ALBERTO NUNES, 1211, TUBARAO, BRASIL;-26.30444;-48.84556
14962;LIDER SOMBRIO 06;88960000;LATERAL DA BR 101 PREFEITO SANTELMO BORB, SOMBRIO, BRASIL;-26.30444;-48.84556
14963;LIDER IMBITUBA 04*;88780000;AVENIDA RENATO RAMOS DA SILVA, 4134, IMBITUBA, BRASIL;-26.30444;-48.84556
14972;LIDER B. DO NORTE 1-;88750000;RODOVIA SC 370, 1473, BRACO DO NORTE, BRASIL;-26.1074652;-48.7060442
14973;LIDER ORLEANS 07*;88870000;RODOVIA SC 108, 51, ORLEANS, BRASIL;-26.396527;-48.839098
14974;LIDER C. DE BAIX 03*;88745000;RUA: JOSE ANASTACIO TEIXEIRA, 70, CAPIVARI DE BAIXO, BRASIL;-26.30444;-48.84556
16323;LIDER LAGUNA;88790000;R ANTONIO DA SILVA FERNANDES, 0, LAGUNA, BRASIL;-26.30444;-48.84556
16936;LIDER ATACADISTA;88780000;RODOVIA SC 434, 10, IMBITUBA, BRASIL;-26.30444;-48.84556
805;SUP ARCO IRIS BOA V*;89205100;RUA ALBANO SCHIMIDT, 1004, JOINVILLE, BRASIL;-26.30444;-48.84556
983;MERCADO SOL;89229000;RUA GUANABARA,1817, JOINVILLE, BRASIL;-26.3203771;-48.8245727
1485;SUP BELEM SBS;89287630;RUA JOSE WEISS, 166, SAO BENTO DO SUL, BRASIL;-26.2325228;-49.3968151
1486;SUP BELEM MAFRA*;89300000;RUA FELIPE SCHMIDT, N. 1301, MAFRA, BRASIL;-26.1131332;-49.8049765
1487;SUP BELEM RNO*;83880000;RUA RICARDO KOSTER, 54, RIO NEGRO, BRASIL;-26.30444;-48.84556
85;MERC BRASILIA I;89213401;RUA AMERICO VESPUCIO, 1527, JOINVILLE, BRASIL;-26.3338428;-48.8695294
3093;MERC BRASILIA II;89237000;RUA XV DE NOVEMBRO,  6904, JOINVILLE, BRASIL;-26.2870103;-48.9014017
3699;MERC BRASILIA III*;89213300;RUA MINAS GERAIS, 1148, JOINVILLE, BRASIL;-26.3285133;-48.8652625
12768;MERCADO BRASILIA XI;89215200;ESTRADA LAGOINHA, 515, JOINVILLE, BRASIL;-26.3324562;-48.9069
12831;MERCADO BRASILIA VII;89215000;MINAS GERAIS, 5238, JOINVILLE, BRASIL;-26.3368464;-48.8999886
13409;MERCADO BRASILIA*;89239100;RUA OLAVO BILAC, 810, JOINVILLE, BRASIL;-26.2042989;-48.9118718
13917;MERCADO BRASILIA*;89224150;RUA DAS CEGONHAS , 484, JOINVILLE, BRASIL;-26.265989;-48.813094
16792;MERCADO BRASILIA*;89214505;RUA TUPY, 2380, JOINVILLE, BRASIL;-26.3326868;-48.8772126
16801;MERCADO BRASILIA*;89270000;HERMINIO STRINGARI, 1350, GUARAMIRIM, BRASIL;-26.4601906;-48.9225262
18280;MERCADO BRASILIA ATI;89201485;RUA MINISTRO CALOGERAS, 880, JOINVILLE, BRASIL;-26.3074429;-48.8486885
3539;SUP BRUDA;89460000;AV EXPEDICIONARIO, 800, CANOINHAS, BRASIL;-26.30444;-48.84556
4161;SUP BRUDA*;89370000;AV PAPA JOAO XXIII, 1751, PAPANDUVA, BRASIL;-26.3992846;-50.1568654
7031;BRUDA 3*;89460000;RUA FRANCISCO DE PAULA PEREIRA, 891, CANOINHAS, BRASIL;-26.1798904;-50.3929608
12764;SUP BRUDA *;89490000;RUA: ALEXANDRE ADUR, 40, TRES BARRAS, BRASIL;-26.1201005;-50.3057377
16283;SUPERMERCADO BRUDA*;89462260;ROBERTO ELKE, 861, CANOINHAS, BRASIL;-26.1699557;-50.4000733
17724;SUPERMERCADO BRUDA L;89462012;RUA MAJOR VIEIRA, 1902, CANOINHAS, BRASIL;-26.3328419;-48.8453313
1575;HIPERSELECT L01*;88063600;ROD. ANTONIO LUIZ DE MOURA GONZAGA ,2765, FLORIANOPOLIS, BRASIL;-26.30444;-48.84556
1781;HIPERBOM MATRIZ MOR*;88000000;RUA FRANCISCO VIEIRA, SN, FLORIANOPOLIS, BRASIL;-26.30444;-48.84556
3858;HIPERBOM FILIAL;88010000;RODOVIA SC 406, 4823, FLORIANOPOLIS, BRASIL;-26.30444;-48.84556
5710;HIPERBOM CAMPECHE;88063000;AVENIDA PEQUENO PRINCIPE, SN, FLORIANOPOLIS, BRASIL;-26.30444;-48.84556
17234;HIPER SELECT*;88048301;ROD ANTONIO LUIS DE MOURA GONZAGA, 2797, FLORIANOPOLIS, BRASIL;-26.30444;-48.84556
496;HIPPO SUPERMERCADOS*;88015380;ALMIRANTE ALVIN, 555, FLORIANOPOLIS, BRASIL;-26.30444;-48.84556
1947;HIPPO ESPECIALIDADE*;88015600;RUA ALMIRANTE LAMEGO, 761, FLORIANOPOLIS, BRASIL;-26.30444;-48.84556
10090;HIPPO PEDRA BRANCA;88137074;RUA DA UNIVERSIDADE, SN, PALHOCA, BRASIL;-26.30444;-48.84556
12719;HIPPO SUPERMERCADOS*;88080700;RUA DESEMBARGADOUR PEDRO SILVA, 2392, FLORIANOPOLIS, BRASIL;-26.30444;-48.84556
12429;MERCADO PONTO BOM*;89218501;RUA GUILHERME, 657, JOINVILLE, BRASIL;-26.278574;-48.8659334
13429;MERCADO SUPERVILLE*;89217001;RUA BENJAMIN CONSTANT, 3079, JOINVILLE, BRASIL;-26.2849769;-48.8761021
14765;MERC BOI GORDO*;89203332;RUA: ANITA GARIBALDI, 1755, JOINVILLE, BRASIL;-26.3186791;-48.8501152
4435;SUP QUELUZ*;89460000;RUA CORONEL ALBUQUERQUE, 633, CANOINHAS, BRASIL;-26.1740264;-50.3925165
12063;QUELUZ CENTRO*;89520000;RUA LAGES, 17, CURITIBANOS, BRASIL;-26.30444;-48.84556
12065;QUELUZ CACADOR*;89500000;RUA ONIO PEDRASSANI, 645, CACADOR, BRASIL;-26.30444;-48.84556
