pdv_id;produto_id
18014;01444
16116;01444
14228;01444
15686;01444
18281;01444
16568;01444
15067;01444
16758;01444
10937;01444
12330;01444
15395;01444
16512;01444
17610;01444
13017;01444
15693;01444
17989;01444
16521;01446
18014;01446
15686;01446
16116;01446
18061;01446
10208;01446
14530;01446
15408;01446
16508;01446
17887;01446
18091;01446
18358;01446
18362;01446
16568;01446
15096;01446
16060;01446
14615;01446
13552;01446
14808;01446
15155;01446
15377;01446
16493;01446
11731;01446
16862;01446
10763;01446
11640;01446
11701;01446
11839;01446
12205;01446
13017;01446
13062;01446
14429;01446
14496;01446
14732;01446
15027;01446
15272;01446
15395;01446
15530;01446
15693;01446
15878;01446
15906;01446
16752;01446
16806;01446
16996;01446
17317;01446
17610;01446
17825;01446
17964;01446
18294;01446
18299;01446
18326;01446
14979;01446
16560;01446
17160;01446
17226;01446
17989;01446
12732;01446
17519;01446
17854;01446
17179;01446
16758;01447
15377;01447
17092;01447
12330;01447
15693;01447
15845;01447
16806;01447
18383;01447
12205;01447
13017;01447
11739;01447
17226;01447
17854;01447
14634;01622
12309;01622
15522;01622
18301;01622
15584;01622
11922;01622
15330;01622
18346;01622
14019;01622
14227;01622
13187;01622
14868;01622
10537;01622
11870;01622
14483;01622
15105;01622
13831;01622
12473;01622
17357;01622
14735;01622
14220;01622
14282;01622
18159;01622
12460;01622
14593;01622
15356;01622
17113;01622
18163;01622
17590;01622
13311;01622
10980;01622
15110;01622
11867;01622
10498;01622
13140;01622
10457;01622
10778;01622
15081;01622
17450;01622
11979;01622
16174;01622
11985;01622
13804;01622
15686;01622
16116;01622
17925;01622
18061;01622
14765;01622
13429;01622
14642;01622
18359;01622
10094;01622
12281;01622
17570;01622
17326;01622
15173;01622
13935;01622
14615;01622
14634;01623
18158;01623
15584;01623
18301;01623
14227;01623
10853;01623
11922;01623
15330;01623
18346;01623
14019;01623
11870;01623
13187;01623
14868;01623
15105;01623
10537;01623
14483;01623
10066;01623
12473;01623
16521;01623
16122;01623
16428;01623
14220;01623
14282;01623
18159;01623
12460;01623
14593;01623
15356;01623
18163;01623
13311;01623
14814;01623
10980;01623
15110;01623
14043;01623
11867;01623
10498;01623
13140;01623
10975;01623
10457;01623
10778;01623
18248;01623
16466;01623
14595;01623
17450;01623
18218;01623
12965;01623
16792;01623
13409;01623
14765;01623
13429;01623
11366;01623
16349;01623
18009;01623
11684;01623
14530;01623
15965;01623
16273;01623
14652;01623
17735;01623
14642;01623
17673;01623
18359;01623
12086;01623
12281;01623
15219;01623
17570;01623
10094;01623
13937;01623
14646;01623
15067;01623
13935;01623
15173;01623
17431;01623
17437;01623
14615;01623
17438;01623
18138;01623
18372;01623
15330;04206
14483;04206
12248;04206
10853;04206
14019;04206
18346;04206
13187;04206
14868;04206
10537;04206
13831;04206
14746;04206
10066;04206
15555;04206
17397;04206
18027;04206
17541;04206
13111;04206
14735;04206
18014;04206
18329;04206
16122;04206
17250;04206
10531;04206
15355;04206
18116;04206
16152;04206
13978;04206
15356;04206
15357;04206
18163;04206
17590;04206
11231;04206
10498;04206
15494;04206
17087;04206
15081;04206
13247;04206
17450;04206
12219;04206
16788;04206
15686;04206
16116;04206
17925;04206
18061;04206
14228;04206
12971;04206
13696;04206
13409;04206
12429;04206
13429;04206
14765;04206
12067;04206
13988;04206
18191;04206
18186;04206
10549;04206
10295;04206
12155;04206
15111;04206
16224;04206
16273;04206
18051;04206
17445;04206
12406;04206
17309;04206
13575;04206
13928;04206
18359;04206
11834;04206
12281;04206
17570;04206
11995;04206
12038;04206
15067;04206
17437;04206
14615;04206
17438;04206
18016;04206
17436;04206
16263;04207
14483;04207
12248;04207
15330;04207
10853;04207
11870;04207
13831;04207
14019;04207
18346;04207
11646;04207
13187;04207
10537;04207
14868;04207
14746;04207
15105;04207
10066;04207
16521;04207
17397;04207
18014;04207
18027;04207
17541;04207
17250;04207
14735;04207
16122;04207
15555;04207
13111;04207
16428;04207
18329;04207
12220;04207
12460;04207
13918;04207
15355;04207
18160;04207
10531;04207
14282;04207
15356;04207
17113;04207
18116;04207
18117;04207
18159;04207
18163;04207
11231;04207
13140;04207
10498;04207
15494;04207
17087;04207
18025;04207
14605;04207
16242;04207
16132;04207
18024;04207
16466;04207
16790;04207
17675;04207
17450;04207
12219;04207
15081;04207
16788;04207
13811;04207
17925;04207
18061;04207
11210;04207
14228;04207
16116;04207
15686;04207
15171;04207
15581;04207
15841;04207
15806;04207
16163;04207
13803;04207
12210;04207
13409;04207
12831;04207
16801;04207
18280;04207
12764;04207
16283;04207
14765;04207
13429;04207
12067;04207
15408;04207
10549;04207
14778;04207
10295;04207
12470;04207
15111;04207
16273;04207
16508;04207
16751;04207
17423;04207
17666;04207
17674;04207
17885;04207
18051;04207
18265;04207
15660;04207
18237;04207
15361;04207
10431;04207
10761;04207
12048;04207
12916;04207
15028;04207
17735;04207
15237;04207
16702;04207
17626;04207
12406;04207
14642;04207
17309;04207
13575;04207
17673;04207
13928;04207
18359;04207
10934;04207
11834;04207
17346;04207
17543;04207
15219;04207
17570;04207
12281;04207
12038;04207
11995;04207
13333;04207
10679;04207
13152;04207
17326;04207
14646;04207
13937;04207
18388;04207
15013;04207
15067;04207
15096;04207
15173;04207
13935;04207
14664;04207
16359;04207
16762;04207
16758;04207
17437;04207
14615;04207
18139;04207
18016;04207
14979;04207
17436;04207
12072;04207
13860;04208
14634;04208
15584;04208
18301;04208
12248;04208
10853;04208
18346;04208
11870;04208
11922;04208
15330;04208
13831;04208
14019;04208
15105;04208
11646;04208
13187;04208
14483;04208
10537;04208
14868;04208
16521;04208
10066;04208
12473;04208
15107;04208
17250;04208
17397;04208
18014;04208
16122;04208
17541;04208
14735;04208
13111;04208
18329;04208
10531;04208
12220;04208
14282;04208
18161;04208
18163;04208
18116;04208
12460;04208
14220;04208
15356;04208
15357;04208
17113;04208
18162;04208
17590;04208
11231;04208
14818;04208
11078;04208
15116;04208
13073;04208
14230;04208
15119;04208
14817;04208
15619;04208
15494;04208
17087;04208
10498;04208
10778;04208
10457;04208
10975;04208
13047;04208
18025;04208
18100;04208
18102;04208
16242;04208
12201;04208
15287;04208
16790;04208
17675;04208
18026;04208
13904;04208
16132;04208
16466;04208
18024;04208
12325;04208
14605;04208
18218;04208
17450;04208
12219;04208
15081;04208
16788;04208
11978;04208
11984;04208
11986;04208
11987;04208
11988;04208
13804;04208
15183;04208
15506;04208
11983;04208
11979;04208
11980;04208
11985;04208
12526;04208
13271;04208
11975;04208
11982;04208
18208;04208
11974;04208
11981;04208
16174;04208
15686;04208
17925;04208
11210;04208
13811;04208
14228;04208
18061;04208
16116;04208
15841;04208
12210;04208
15581;04208
15705;04208
15806;04208
15583;04208
13803;04208
14523;04208
17153;04208
16644;04208
14657;04208
16018;04208
13917;04208
13409;04208
12831;04208
17234;04208
13429;04208
14765;04208
13988;04208
18375;04208
11191;04208
11684;04208
12633;04208
11366;04208
12470;04208
12638;04208
12775;04208
15111;04208
15361;04208
15965;04208
16508;04208
17423;04208
17674;04208
17735;04208
18362;04208
15028;04208
15660;04208
17746;04208
10431;04208
12048;04208
17445;04208
18281;04208
12406;04208
12999;04208
13561;04208
14642;04208
15237;04208
16665;04208
17626;04208
17678;04208
17744;04208
17309;04208
16702;04208
17673;04208
18359;04208
12467;04208
17543;04208
15219;04208
17570;04208
12281;04208
13333;04208
11995;04208
12038;04208
12179;04208
14646;04208
17326;04208
13937;04208
15013;04208
16568;04208
15067;04208
18129;04208
16083;04208
17213;04208
18338;04208
15539;04208
15545;04208
16260;04208
18199;04208
15915;04208
16060;04208
14020;04208
16635;04208
16631;04208
17437;04208
14615;04208
18139;04208
17438;04208
10496;04208
14669;04208
14979;04208
17160;04208
17436;04208
14634;04209
13860;04209
14329;04209
14483;04209
11922;04209
18346;04209
14019;04209
15105;04209
10853;04209
13187;04209
10537;04209
14868;04209
10066;04209
16521;04209
15107;04209
14735;04209
15555;04209
13111;04209
17541;04209
18014;04209
18027;04209
16122;04209
17397;04209
18329;04209
10531;04209
14282;04209
15356;04209
18163;04209
15355;04209
15357;04209
18116;04209
18161;04209
18162;04209
17590;04209
11231;04209
10498;04209
15494;04209
18026;04209
18102;04209
12325;04209
13047;04209
16790;04209
18024;04209
13904;04209
14605;04209
16132;04209
16242;04209
15287;04209
16466;04209
13247;04209
17450;04209
15081;04209
11975;04209
11976;04209
11979;04209
11980;04209
11981;04209
11982;04209
11983;04209
11984;04209
13271;04209
15183;04209
15506;04209
16174;04209
18208;04209
11985;04209
11986;04209
11987;04209
13804;04209
12526;04209
11974;04209
11988;04209
13811;04209
14228;04209
15686;04209
16116;04209
17925;04209
18061;04209
11210;04209
15171;04209
15806;04209
13803;04209
13696;04209
17153;04209
16644;04209
13917;04209
18280;04209
16283;04209
13429;04209
14765;04209
13988;04209
18375;04209
11191;04209
10549;04209
11527;04209
12633;04209
10295;04209
12048;04209
12155;04209
12775;04209
16273;04209
17055;04209
17746;04209
18191;04209
18009;04209
10985;04209
14642;04209
17626;04209
17744;04209
17309;04209
17678;04209
10024;04209
16702;04209
18359;04209
17543;04209
10094;04209
12281;04209
17570;04209
12038;04209
11995;04209
13333;04209
13937;04209
18388;04209
14646;04209
15173;04209
16359;04209
13935;04209
18129;04209
15541;04209
16260;04209
18199;04209
17805;04209
16084;04209
15545;04209
17213;04209
18338;04209
15539;04209
15915;04209
16635;04209
16631;04209
17437;04209
14615;04209
14669;04209
14979;04209
14980;04209
12072;04209
15522;04210
13860;04210
12248;04210
10853;04210
13831;04210
14019;04210
18346;04210
11870;04210
10537;04210
13187;04210
14868;04210
14483;04210
15105;04210
16521;04210
10066;04210
15107;04210
15555;04210
16428;04210
17397;04210
18329;04210
16122;04210
18027;04210
13111;04210
14735;04210
17541;04210
18014;04210
17250;04210
12460;04210
13918;04210
14282;04210
15357;04210
15962;04210
18163;04210
10531;04210
14593;04210
18116;04210
13978;04210
15356;04210
17113;04210
18162;04210
17590;04210
11231;04210
15116;04210
14333;04210
11078;04210
13073;04210
13311;04210
14230;04210
14817;04210
15619;04210
10498;04210
15494;04210
10457;04210
10778;04210
10975;04210
13904;04210
16790;04210
18102;04210
13047;04210
14605;04210
16242;04210
18024;04210
18025;04210
18026;04210
17675;04210
12201;04210
12325;04210
15287;04210
16132;04210
16466;04210
17450;04210
12219;04210
15081;04210
11975;04210
11978;04210
11980;04210
11981;04210
11983;04210
11986;04210
13271;04210
15506;04210
16174;04210
15183;04210
11979;04210
11985;04210
11987;04210
18208;04210
11982;04210
12526;04210
13804;04210
11974;04210
11988;04210
13811;04210
15686;04210
11210;04210
16116;04210
17925;04210
18061;04210
14228;04210
15581;04210
15705;04210
16163;04210
13803;04210
17153;04210
16644;04210
14657;04210
12944;04210
12768;04210
13917;04210
16792;04210
18280;04210
17234;04210
12429;04210
13429;04210
14765;04210
13988;04210
18375;04210
11191;04210
10549;04210
11527;04210
11684;04210
12633;04210
14778;04210
10295;04210
12048;04210
12470;04210
12775;04210
13055;04210
15028;04210
15111;04210
15361;04210
15965;04210
16224;04210
16226;04210
16508;04210
16747;04210
17055;04210
17423;04210
17666;04210
17674;04210
17735;04210
17885;04210
18191;04210
18265;04210
18362;04210
18370;04210
10431;04210
10985;04210
13254;04210
13921;04210
15074;04210
16273;04210
17458;04210
10024;04210
12999;04210
13561;04210
14642;04210
17626;04210
17744;04210
16665;04210
17309;04210
13928;04210
17673;04210
18359;04210
10934;04210
17543;04210
10094;04210
12281;04210
17570;04210
12038;04210
11995;04210
13333;04210
14701;04210
13937;04210
17326;04210
18060;04210
18388;04210
14664;04210
13935;04210
16762;04210
16359;04210
15173;04210
18129;04210
