pdv_id;produto_id
18014;01444
16116;01444
14228;01444
15686;01444
18281;01444
16568;01444
15067;01444
16758;01444
00267;01444
05892;01444
07481;01444
10937;01444
12330;01444
15395;01444
16512;01444
17610;01444
13017;01444
15693;01444
17989;01444
16521;01446
18014;01446
15686;01446
16116;01446
18061;01446
02006;01446
00336;01446
01005;01446
01656;01446
06740;01446
10208;01446
14530;01446
15408;01446
16508;01446
17887;01446
18091;01446
18358;01446
18362;01446
06820;01446
04025;01446
16568;01446
15096;01446
16060;01446
14615;01446
00877;01446
00995;01446
01315;01446
01474;01446
13552;01446
14808;01446
15155;01446
15377;01446
16493;01446
11731;01446
16862;01446
10763;01446
00241;01446
00267;01446
01011;01446
01384;01446
02497;01446
05069;01446
05098;01446
05341;01446
06727;01446
11640;01446
11701;01446
11839;01446
12205;01446
13017;01446
13062;01446
14429;01446
14496;01446
14732;01446
15027;01446
15272;01446
15395;01446
15530;01446
15693;01446
15878;01446
15906;01446
16752;01446
16806;01446
16996;01446
17317;01446
17610;01446
17825;01446
17964;01446
18294;01446
18299;01446
01111;01446
01428;01446
05892;01446
00302;01446
00372;01446
10899;01446
18326;01446
03238;01446
14979;01446
16560;01446
17160;01446
17226;01446
17989;01446
18131;01446
18178;01446
18289;01446
18361;01446
12732;01446
17519;01446
17854;01446
00700;01446
00067;01446
06395;01446
11232;01446
15848;01446
15970;01446
17154;01446
00945;01446
00997;01446
14506;01446
00040;01446
07673;01446
15002;01446
16682;01446
17179;01446
13124;01446
18225;01446
01106;01447
07448;01447
07652;01447
00506;01447
06990;01447
16758;01447
00995;01447
15377;01447
17092;01447
05892;01447
07481;01447
12330;01447
15693;01447
15845;01447
16806;01447
18383;01447
00057;01447
00267;01447
00919;01447
12205;01447
13017;01447
01127;01447
11739;01447
17226;01447
17854;01447
11433;01447
15896;01447
15848;01447
00997;01447
17304;01447
14634;01622
00106;01622
00109;01622
04143;01622
12309;01622
15522;01622
18301;01622
00108;01622
00075;01622
00033;01622
02146;01622
15584;01622
04538;01622
02094;01622
02107;01622
02332;01622
04132;01622
04307;01622
04429;01622
01146;01622
02102;01622
03854;01622
11922;01622
15330;01622
18346;01622
02092;01622
02097;01622
14019;01622
14227;01622
02095;01622
02089;01622
02111;01622
13187;01622
14868;01622
02098;01622
05164;01622
10537;01622
11870;01622
14483;01622
15105;01622
13831;01622
00407;01622
00408;01622
04203;01622
12473;01622
02490;01622
02491;01622
02492;01622
04306;01622
17357;01622
00825;01622
07699;01622
14735;01622
14220;01622
14282;01622
18159;01622
02196;01622
02197;01622
02342;01622
12460;01622
14593;01622
15356;01622
17113;01622
18163;01622
17590;01622
13311;01622
05034;01622
05875;01622
10980;01622
15110;01622
11867;01622
00656;01622
01905;01622
01972;01622
07092;01622
07094;01622
10498;01622
13140;01622
06270;01622
00451;01622
01904;01622
04466;01622
05235;01622
10457;01622
01822;01622
10778;01622
01155;01622
01156;01622
15081;01622
17450;01622
11979;01622
16174;01622
11985;01622
13804;01622
06355;01622
15686;01622
16116;01622
17925;01622
18061;01622
14765;01622
13429;01622
07160;01622
07194;01622
03310;01622
05736;01622
14642;01622
18359;01622
10094;01622
12281;01622
17570;01622
17326;01622
15173;01622
13935;01622
14615;01622
05445;01622
17165;01622
00067;01622
03354;01622
05949;01622
14634;01623
00075;01623
00107;01623
01309;01623
18158;01623
02146;01623
00106;01623
04143;01623
04538;01623
00108;01623
00098;01623
00109;01623
15584;01623
18301;01623
00033;01623
02094;01623
02107;01623
02332;01623
04132;01623
04429;01623
14227;01623
01146;01623
02056;01623
02102;01623
10853;01623
11922;01623
15330;01623
18346;01623
02097;01623
05867;01623
14019;01623
02095;01623
02089;01623
02111;01623
11870;01623
13187;01623
14868;01623
15105;01623
02098;01623
05164;01623
10537;01623
14483;01623
00407;01623
04203;01623
10066;01623
00408;01623
12473;01623
00431;01623
16521;01623
16122;01623
00801;01623
07699;01623
07701;01623
16428;01623
14220;01623
14282;01623
18159;01623
02196;01623
02197;01623
02342;01623
12460;01623
14593;01623
15356;01623
18163;01623
13311;01623
14814;01623
05034;01623
05875;01623
10980;01623
15110;01623
14043;01623
11867;01623
01903;01623
01904;01623
01972;01623
07092;01623
07094;01623
10498;01623
13140;01623
06270;01623
00451;01623
01905;01623
04466;01623
05235;01623
07093;01623
07416;01623
10975;01623
10457;01623
01822;01623
10778;01623
18248;01623
16466;01623
01155;01623
01156;01623
14595;01623
17450;01623
18218;01623
05329;01623
12965;01623
16792;01623
03093;01623
03699;01623
13409;01623
14765;01623
13429;01623
01236;01623
07160;01623
11366;01623
16349;01623
18009;01623
11684;01623
00097;01623
00494;01623
03310;01623
14530;01623
15965;01623
16273;01623
14652;01623
17735;01623
00588;01623
01054;01623
03099;01623
05736;01623
03178;01623
14642;01623
17673;01623
18359;01623
12086;01623
01788;01623
12281;01623
15219;01623
17570;01623
10094;01623
13937;01623
04021;01623
14646;01623
15067;01623
13935;01623
15173;01623
17431;01623
17437;01623
14615;01623
17438;01623
18138;01623
18372;01623
17165;01623
00067;01623
03354;01623
05949;01623
00072;01627
04143;01627
06635;01627
00107;01627
00033;01627
04376;01627
00407;01627
00408;01627
00431;01627
10066;01627
04203;01627
10424;01627
00825;01627
02198;01627
02342;01627
12220;01627
12460;01627
13978;01627
14282;01627
15355;01627
15356;01627
15357;01627
18163;01627
14593;01627
18159;01627
16152;01627
13311;01627
05034;01627
00451;01627
01972;01627
06270;01627
00656;01627
10498;01627
17087;01627
14595;01627
15081;01627
01156;01627
13247;01627
06355;01627
11210;01627
15686;01627
14228;01627
16116;01627
03093;01627
13409;01627
14765;01627
01106;01627
12155;01627
17607;01627
18051;01627
18362;01627
05736;01627
12086;01627
18359;01627
17673;01627
04160;01627
01786;01627
01788;01627
17570;01627
10679;01627
00506;01627
05743;01627
06990;01627
05445;01627
18372;01627
00108;01628
00098;01628
12309;01628
04143;01628
15584;01628
04376;01628
00407;01628
00408;01628
00431;01628
10066;01628
02492;01628
04306;01628
10424;01628
07699;01628
14735;01628
16428;01628
02196;01628
17733;01628
18116;01628
18163;01628
14282;01628
02197;01628
12460;01628
14593;01628
15355;01628
13311;01628
05034;01628
13140;01628
07094;01628
07416;01628
06270;01628
00451;01628
01904;01628
07092;01628
10457;01628
01156;01628
15081;01628
11975;01628
11979;01628
13804;01628
16174;01628
18208;01628
11980;01628
17925;01628
18061;01628
16283;01628
14765;01628
00097;01628
00105;01628
01106;01628
16273;01628
05736;01628
12086;01628
18359;01628
13937;01628
17437;01628
14615;01628
17438;01628
18138;01628
18372;01628
15693;01628
18252;03000
17231;03000
17025;03000
14826;03000
15293;03000
13748;03000
13493;03001
15709;03001
17489;03001
17996;03002
04396;03002
15709;03002
17489;03002
17932;03005
07340;03005
10763;03006
16534;03006
17241;03006
17932;03006
17996;03006
16682;03006
17489;03006
17932;03011
16865;03011
15709;03011
17489;03011
16534;03014
13493;03014
15709;03014
17489;03014
12222;03014
16682;03014
15530;03015
17071;03015
17886;03015
18204;03015
14264;03015
16534;03015
18205;03015
14263;03015
18195;03015
13143;03015
18344;03015
15667;03015
17489;03015
17377;03015
17373;03015
17378;03015
17372;03015
17804;03015
18363;03015
12851;03016
16534;03016
16996;03016
17932;03016
17996;03016
07340;03016
14264;03016
15923;03016
17046;03016
17071;03016
15692;03016
15693;03016
16227;03016
17293;03016
18170;03016
18337;03016
18365;03016
04396;03016
00354;03016
17241;03016
13690;03016
14263;03016
15507;03016
16798;03016
00302;03016
15318;03016
17857;03016
00417;03016
03848;03016
18204;03016
18205;03016
17808;03016
18313;03016
00919;03016
01394;03016
16407;03016
17783;03016
17489;03016
03373;03016
17377;03016
17378;03016
15996;03016
17370;03016
17373;03016
17804;03016
17372;03016
18363;03016
15318;03018
17878;03018
04396;03018
15923;03018
18205;03018
14263;03018
18195;03018
18313;03018
15530;03018
18204;03018
13143;03018
15667;03018
16682;03018
17489;03018
15709;03018
17377;03018
17378;03018
17373;03018
17372;03018
17804;03018
18363;03018
16295;03019
17932;03019
15709;03019
16682;03019
17489;03019
17370;03019
17377;03019
17804;03019
17373;03019
17378;03019
17372;03019
18363;03019
10763;03021
17932;03021
13493;03021
15709;03021
16682;03021
17489;03021
18405;03021
10763;03024
15318;03024
16534;03024
17046;03024
18282;03024
15709;03024
16682;03024
17489;03024
16534;03027
17932;03027
17857;03027
15709;03027
17489;03027
13748;03027
10763;03029
15530;03029
16295;03029
16534;03029
17932;03029
17996;03029
17231;03029
17808;03029
18313;03029
13493;03029
15293;03029
17489;03029
15709;03029
04396;03035
13748;03035
16682;03035
17556;03038
18282;03038
13493;03038
16865;03038
18289;03038
13143;03038
17489;03038
15709;03038
18306;03040
18282;03040
17996;03040
16682;03040
16295;03045
13493;03045
13143;03045
15709;03045
17489;03045
17932;03047
13493;03047
15709;03047
16682;03047
17489;03047
13748;03047
10763;03052
13493;03052
15667;03052
15709;03052
17489;03052
17932;03076
13748;03076
15709;03076
16682;03076
15530;03089
17886;03089
17932;03089
04396;03089
13493;03089
17996;03089
13143;03089
13748;03089
17489;03089
04396;03092
17996;03092
16682;03092
17489;03092
16534;03097
17996;03097
13748;03097
15709;03097
17489;03097
16534;03110
17932;03110
17996;03110
15709;03110
17489;03110
02089;04206
15330;04206
14483;04206
02094;04206
02097;04206
02102;04206
03854;04206
05072;04206
12248;04206
02088;04206
02099;04206
02214;04206
02332;04206
04307;04206
04429;04206
05867;04206
10853;04206
02092;04206
14019;04206
02107;04206
04132;04206
18346;04206
02111;04206
02095;04206
13187;04206
14868;04206
10537;04206
05503;04206
13831;04206
14746;04206
00407;04206
04203;04206
10066;04206
00408;04206
02490;04206
15555;04206
17397;04206
18027;04206
00801;04206
06944;04206
07699;04206
17541;04206
00825;04206
13111;04206
14735;04206
18014;04206
18329;04206
00874;04206
16122;04206
00833;04206
17250;04206
00834;04206
07701;04206
10531;04206
15355;04206
18116;04206
02196;04206
16152;04206
13978;04206
15356;04206
15357;04206
18163;04206
17590;04206
11231;04206
05235;04206
01903;04206
07092;04206
07094;04206
10498;04206
15494;04206
00451;04206
01972;04206
07093;04206
06270;04206
01904;04206
07416;04206
17087;04206
00656;04206
15081;04206
04187;04206
13247;04206
17450;04206
12219;04206
16788;04206
03347;04206
05329;04206
07674;04206
15686;04206
16116;04206
17925;04206
18061;04206
14228;04206
12971;04206
13696;04206
03093;04206
13409;04206
12429;04206
13429;04206
14765;04206
12067;04206
02006;04206
05325;04206
06141;04206
13988;04206
06475;04206
18191;04206
18186;04206
01005;04206
10549;04206
00346;04206
03089;04206
03310;04206
10295;04206
12155;04206
15111;04206
16224;04206
16273;04206
18051;04206
04505;04206
01656;04206
03149;04206
04194;04206
17445;04206
03178;04206
07652;04206
00588;04206
12406;04206
17309;04206
04052;04206
00138;04206
13575;04206
13928;04206
18359;04206
00155;04206
00326;04206
04025;04206
11834;04206
12281;04206
17570;04206
11995;04206
12038;04206
15067;04206
05743;04206
06990;04206
17437;04206
14615;04206
17438;04206
05445;04206
18016;04206
05069;04206
17436;04206
18275;04206
04243;04206
14918;04206
02105;04207
16263;04207
02097;04207
14483;04207
00333;04207
02088;04207
02094;04207
02102;04207
03854;04207
04307;04207
05072;04207
12248;04207
15330;04207
01146;04207
02056;04207
02092;04207
02099;04207
02214;04207
10853;04207
11870;04207
02107;04207
04429;04207
13831;04207
14019;04207
02332;04207
04132;04207
05867;04207
02111;04207
18346;04207
05164;04207
11646;04207
13187;04207
02089;04207
10537;04207
14868;04207
14746;04207
02098;04207
05503;04207
15105;04207
00408;04207
04203;04207
00412;04207
10066;04207
16521;04207
02490;04207
07701;04207
00825;04207
07699;04207
17397;04207
00833;04207
