id;nome;cep;endereco;Unnamed: 4;latitude;longitude
17327;THE CLUB HOUSE PIZZA;82130430;R ANTONIO VIEIRA DOS SANTOS, 50, CURITIBA, BRASIL;;-25.3786783;-49.2720728
17720;RESTAURANTE COLISEU;84070130;RUA VISCONDE DE SINIMBU, 620, PONTA GROSSA, BRASIL;;-25.0789187;-50.1769205
17741;BAR DO BANANA PRAIA;89240000;RUA TEREZINA, 120, SAO FRANCISCO DO SUL, BRASIL;;-26.2422;-48.63792
17792;KLOPPEL PETISCARIA-;88828000;AV WALDEMAR CARLOS PETRINI, 5, BALNEARIO RINCAO, BRASIL;;-28.82068;-49.22034
17808;RESTAURANTE ELEGANCE;80035000;AVENIDA MUNHOZ DA ROCHA Nº 1146, CURITIBA, BRASIL;;-25.4087086;-49.2513524
17882;RESTAURANTE FOGAO A;83870000;R ANDRE VALENGA, 160, CAMPO DO TENENTE, BRASIL;;-25.98084;-49.68309
17948;TUFFYS BOULEVARD;89802200;RUA BENJAMIN CONSTANT LETRA D, 51, CHAPECO, BRASIL;;-27.0981384;-52.611075
18098;ADEGA MARIANO;83606176;RUA JORGE DEMETRIO PAULISTA, 172, CAMPO LARGO, BRASIL;;-25.4407558;-49.5365472
18109;RESTAURANTE MORRO DA;88066000;RODOV. FRANCISCO THOMAZ DOS SANTOS, 2089, FLORIANOPOLIS, BRASIL;;-27.7167145;-48.5067993
18282;BAR DEL MAR;88139470;RUA HERCILIO NICOLAU DOS SANTOS, 10, PALHOCA, BRASIL;;-27.9019963;-48.5940628
18400;BOTECO DO LOKAO;83070180;SAO JORGE, 285, SAO JOSE DOS PINHAIS, BRASIL;;-25.5167779;-49.1273548
878;POSTO ALIANCA;89222060;RUA PIRATUBA, 17 ESQ. COM IRIRIU, JOINVILLE, BRASIL;;-26.2672365;-48.8375972
11700;REST POSTO ALFANDEGA;88050000;ROD. GILSON DA COSTA XAVIER, 2919, FLORIANOPOLIS, BRASIL;;-27.5146735;-48.5132178
12249;POSTO PLANALTO;89294000;ROD SC, 301 KM 45, CAMPO ALEGRE, BRASIL;;-26.19268;-49.26587
12731;POSTO MONTE CARLO 1;83190000;BR 376, KM 654, TIJUCAS DO SUL, BRASIL;;-25.9231;-49.17834
15513;POSTO GRANDE RIO;84600000;AV. MANOEL RIBAS, 1257, UNIAO DA VITORIA, BRASIL;;-26.23049;-51.08661
15910;RIBEIRO BEBIDAS;83604220;AV FRITZ ERWIN SCHMID, 1771, CAMPO LARGO, BRASIL;;-25.4674277;-49.5702965
16195;DEJAVU BEER;88060300;RUA CANDIDO PEREIRA DOS ANJOS, 2147, FLORIANOPOLIS, BRASIL;;-27.4850065;-48.4112677
17580;POINT CONVENIENCIA;84600130;RUA CARLOS CAVALCANTE, 420, UNIAO DA VITORIA, BRASIL;;-26.2337305;-51.08856
17787;DISTRIBUIDORA BROTHE;81870370;RUA ENGENHEIRO JOAO BLEY FILHO, 669, CURITIBA, BRASIL;;-25.5214739;-49.287671
17854;ROSSA MERCADO;82410210;RUA FERNANDO CORREA DE AZEVEDO, 670, CURITIBA, BRASIL;;-25.3837029;-49.3323636
17863;ARISUL COMERCIO DE B;84045170;RUA MAQUINISTA ELEODORO JACINTO, 65, PONTA GROSSA, BRASIL;;-25.119511;-50.15588
17959;D.R.E BEBIDAS;83212550;RUA ALZIR DOS SANTOS ANTUNES, 935, PARANAGUA, BRASIL;;-25.5139423;-48.5341445
